GAFIDENT;GAFNAAM;Begindatum;Einddatum;KRWWaterlichaamcode;KRW_SGBP3;KRWmonitoringslocatie;KRW_SGBP3_NAAM;OPMERKING;opmerking;Opp EAG (m²);Opp water (m²);Opp land (m²);Omtrek water (m);Opp water 0-1 m diep (m²);Opp water 1-8 m diep (m²);Opp water > 8 m diep (m²);Opp verhard;Opp onverhard;Opp water (BGT);verhardfactor;Plas;watertype;KRWWatertypeVoorstel_status;type;vijver?;StedelijkLandelijk;Oppervlak_bestand RUTH;Verschil;Oppervlak_Stefan;Verschil_stefan
3100-EAG-4;Naardermeer, Veertigmorgen;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;;1148255.716;209331.1041;938924.6124;18771.28937;4091.45627;161947.0617;0;18762.9375;918188.375;211320.9375;0.016340147;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;1148256;0.28;1148272.25;16.53
3100-EAG-5;Naardermeer, Wijde- of Bovenste Blik;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;;1199241.906;327002.1275;872239.7783;14017.2554;5400.572703;292456.5294;0;2545.5625;868573.75;328140.25;0.002122612;Naardermeer;M14;WBP 2016-2021;plas;;Landelijk;1199242;0.09;1199259.56;17.65
3100-EAG-9;Naardermeer, Kwelgebied noord;20160428;;NL11_4_1;NL11_4_1;NL11_Naardermeer;Naardermeer;KRW Waterlichaam;;123686.7566;17549.21411;106137.5425;5953.403147;0;0;0;7723.1875;97927.5625;18163;0.062377462;;M14;WBP 2016-2021;plas;;Landelijk;123812;125.24;123813.75;126.99
3110-EAG-1;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Meerlanden, Landbouw ZO;20160428;;;;;;KRW Overig water;;1594509.993;454999.1874;1139510.806;46393.04988;0;0;0;12595.5625;1122834.125;459103.3125;0.007899217;;M25;20180216_WSABufferzoneNaardermeerDeel1;kleine plas;vijver;Landelijk;1594510;0.01;1594533;23.01
3110-EAG-2;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Hilversumse Bovenmeent;20160428;;;;;;KRW Overig water;;871799.474;77372.00648;794427.4676;27915.07583;0;0;0;20889.3125;771355.4375;79570.3125;0.023960715;;M25;20161205_MemoWatertypenOverigWater;kleine plas;vijver;Landelijk;871799;-0.47;871815.06;15.59
3110-EAG-3;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Nog opknippen in  EAG's;20160726;;;;;;KRW Overig water;;980301.2167;252592.6976;727708.5191;32764.7687;0;0;0;2188.4375;723211.625;254916.625;0.002232378;;M25;20180216_WSABufferzoneNaardermeerDeel1;kleine plas;vijver;Landelijk;980301;-0.22;980316.69;15.47
3110-EAG-4;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Aalscholverkolonie;20160428;;;;;;KRW Overig water;;457841.527;31735.77721;426105.7498;7885.361791;0;0;0;11884.125;413498.8125;32464.4375;0.025956521;;M8;WBP 2016-2021;sloot;;Landelijk;457842;0.47;457847.38;5.84
3110-EAG-5;Nieuwe Keverdijksche Polder en Hilversumse Bovenmeent, Nog opknippen in  EAG's;20160428;;;;;;KRW Overig water;;6328838.956;334940.124;5993898.831;246968.4936;0;0;0;375383.5;5603014.125;350557.5;0.059312081;;M8;WBP 2016-2021;sloot;;Landelijk;6328839;0.04;6328955.13;116.17
3200-EAG-1;Spiegelpolder, Spiegel- en Blijkpolderplas;20160428;;NL11_3_6;NL11_3_6;NL11_Spiegelplas;Spiegelplas;KRW Waterlichaam;;3213868.479;2554704.734;659163.7449;34789.65353;52152.47553;745891.4483;1757577;96775.6875;562412.6875;2554709.125;0.030111628;Spiegelplas;M20;WBP 2016-2021;plas;;Landelijk;3213821;-47.48;3213897.5;29.02
3200-EAG-2;Spiegelpolder, Spiegelweg;20160428;;;;;;KRW Overig water;;586541.3215;32747.94393;553793.3776;21420.24825;0;0;0;44082.875;509717.4375;32751.6875;0.075155954;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;586541;-0.32;586552;10.68
3201-EAG-1;Stichtsch Ankeveensche Polder, Ankeveensche Plassen SAP noord;20160428;;NL11_6_3;NL11_6_3;NL11_StichtsAnkeveen;Stichtse Ankeveense Plassen;KRW Waterlichaam;;2017838.938;985025.2107;1032813.727;54176.75426;53668.01737;847797.5534;0;24185.0625;1008596.938;985082.875;0.011985472;Stichtsch Ankeveensche Plas;M27;WBP 2016-2021;plas;;Landelijk;2017839;0.06;2017864.88;25.94
3201-EAG-2;Stichtsch Ankeveensche Polder, Ankeveensche Plassen SAP zuid;20160428;;NL11_6_3;NL11_6_3;NL11_StichtsAnkeveen;Stichtse Ankeveense Plassen;KRW Waterlichaam;;543641.6289;277724.8959;265916.7329;24834.23221;24063.84383;222623.9681;0;6718.5625;259192.8125;277735.125;0.012358329;Stichtsch Ankeveensche Plas;M27;WBP 2016-2021;plas;;Landelijk;543642;0.37;543646.5;4.87
3201-EAG-3;Stichtsch Ankeveensche Polder, Stichtsch Ankeveensche Polder oost;20160428;;;;;;KRW Overig water;;2371152.016;195428.4683;2175723.547;89238.66466;0;0;0;268936.5625;1903970.375;198273.625;0.113418846;;M8;WBP 2016-2021;sloot;;Landelijk;2371144;-8.02;2371180.56;28.54
3210-EAG-1;Horn- en Kuyerpolder, bemalen gebied;20170118;;;;;;KRW Overig water;;1296596.27;55497.60263;1241098.667;51931.40867;0;0;0;42170.75;1198944.375;55501.5625;0.032523683;;M1a;WBP 2016-2021;sloot;;Landelijk;1296596;-0.27;1296616.69;20.42
3210-EAG-2;Horn- en Kuyerpolder, gestuwde gebieden;20170118;;;;;;KRW Overig water;;441390.1363;19356.87772;422033.2586;17693.90915;0;0;0;10692.75;414905.125;19968.1875;0.023998125;;M1a;WBP 2016-2021;sloot;;Landelijk;445556;4165.86;445566.06;4175.92
3210-EAG-3;Horn- en Kuyerpolder, Stedelijk gebied Nederhorst Den Berg;20170118;;;;;;KRW Overig water;EJ: stedelijk;752311.8794;66694.74695;685617.1324;26498.86745;0;0;0;171090.1875;510950.375;66105.25;0.228685618;;M1a;WBP 2016-2021;sloot;;Stedelijk;748146;-4165.88;748145.81;-4166.07
3220-EAG-1;Horstermeerpolder en Meeruiterdijksche Polder, Korremof;20160428;;;;;;KRW Overig water;;841012.9374;60847.84107;780165.0963;26560.15211;0;0;0;62627.0625;716972.625;61419.875;0.074465643;;M1a;WBP 2016-2021;sloot;;Landelijk;841020;7.06;841019.56;6.62
3220-EAG-2;Horstermeerpolder en Meeruiterdijksche Polder, polder;20160428;;;;;;KRW Overig water;;4557583.408;366167.8004;4191415.607;312390.5129;0;0;0;462638.5;3725008.75;369992.0625;0.101508362;;M1a;WBP 2016-2021;sloot;;Landelijk;4557583;-0.41;4557639.31;55.9
3220-EAG-3;Horstermeerpolder en Meeruiterdijksche Polder, Anko zuid;20160428;;;;;;KRW Overig water;;1564490.083;89686.58926;1474803.494;80699.41775;0;0;0;81262.1875;1392516.375;90725.125;0.051941193;;M1a;WBP 2016-2021;sloot;;Landelijk;1564490;-0.08;1564503.69;13.61
3220-EAG-4;Horstermeerpolder en Meeruiterdijksche Polder, Meeruiterdijksche Polder zuid;20160428;;;;;;KRW Overig water;;765434.3406;29136.33551;736298.0051;26259.09943;0;0;0;28743.875;707559.5625;29137.1875;0.037552064;;M1a;WBP 2016-2021;sloot;;Landelijk;765434;-0.34;765440.63;6.29
3220-EAG-5;Horstermeerpolder en Meeruiterdijksche Polder, Meeruiterdijksche Polder noord;20160428;;;;;;KRW Overig water;;190569.3912;4535.230814;186034.1604;4030.637106;0;0;0;111540.3125;74350.4375;4681.625;0.585291087;;M1a;WBP 2016-2021;sloot;;Stedelijk;190569;-0.39;190572.38;2.98
3220-EAG-6;Horstermeerpolder en Meeruiterdijksche Polder, Spiegelpolder zuid;20160428;;;;;;KRW Overig water;;223244.1724;14039.2528;209204.9196;8048.948111;0;0;0;26702.5;182408.625;14139;0.119607996;;M1a;WBP 2016-2021;sloot;;Landelijk;223244;-0.17;223250.13;5.95
3230-EAG-1;Polder Kortenhoef, Het Hol/Suikerpot;20160428;;NL11_6_4;NL11_6_6;NL11_Kortenhoefseplassen;Het Hol;KRW Waterlichaam;;2636996.744;452946.7769;2184049.967;101710.665;33554.62558;190415.2681;0;135848.75;2042004.25;459167.5;0.051516001;Kortenhoefse Plas;M27;WBP 2016-2021;plas;;Landelijk;2635002;-1994.74;2637020.5;23.76
3230-EAG-2;Polder Kortenhoef, Wijde Blik;20160428;;NL11_3_7;NL11_3_7;NL11_WijdeBlik;Wijde Blik;KRW Waterlichaam;;4015325.128;2930793.278;1084531.85;54344.6402;36811.62358;1167340.231;1606745.5;116074.8125;966266.9375;2933019.438;0.028907689;Wijde Blik;M20;WBP 2016-2021;plas;;Landelijk;4015115;-210.13;4015361.19;36.06
3230-EAG-3;Polder Kortenhoef, Wijde Gat;20160428;;NL11_6_4;NL11_6_7;NL11_Kortenhoefseplassen;Wijde Gat;KRW Waterlichaam;;3353056.973;1109394.422;2243662.55;104005.3809;40562.81371;799021.4725;0;89068.8125;2149177;1114842.375;0.026563218;Kortenhoefse Plas;M27;WBP 2016-2021;plas;;Landelijk;3353057;0.03;3353088.19;31.22
3230-EAG-4;Polder Kortenhoef, Kortenhoef;20160428;;;;;;KRW Overig water;;2799563.67;232730.5266;2566833.143;90765.70417;0;0;0;543402.6875;2018394.063;237786.8125;0.194101257;;M8;WBP 2016-2021;sloot;;Landelijk;2799562;-1.67;2799583.56;19.89
3230-EAG-5;Polder Kortenhoef, Hilversumsch Kanaal plas/dras;20160428;;NL11_6_4;NL11_6_8;NL11_Kortenhoefseplassen;Hilversums Kanaal;KRW Waterlichaam;;909771.1084;259103.3588;650667.7496;38178.50883;20018.65114;169326.334;0;13533.125;634629.1875;261616.75;0.014875177;Kortenhoefse Plas;M27;WBP 2016-2021;plas;;Landelijk;909771;-0.11;909779.06;7.95
3230-EAG-6;Polder Kortenhoef, Hilversumsch Kanaal;20160428;;NL11_6_4;NL11_6_8;NL11_Kortenhoefseplassen;Hilversums Kanaal;KRW Waterlichaam;;3560635.816;473268.1832;3087367.633;26901.29144;0;0;0;1392348.563;1694360.25;474484.9375;0.390978043;Kortenhoefse Plas;M27;WBP 2016-2021;plas;;Landelijk;3561202;566.18;3561193.75;557.93
3240-EAG-1;Polder Dorssewaard, Polder Dorssewaard;20160428;;;;;;KRW Overig water;;1293694.96;77536.38227;1216158.577;38644.5051;0;0;0;119483.6875;1098828.313;75396.875;0.092357477;;M1a;WBP 2016-2021;sloot;;Landelijk;1293695;0.04;1293708.88;13.92
3250-EAG-1;Vreeland (oost), Vreeland (oost);20160428;;;;;;KRW Overig water;;109228.5535;13338.67961;95889.87384;3907.758689;0;0;0;20495.9375;75389.5625;13338.5625;0.187650386;;M1a;WBP 2016-2021;sloot;;Landelijk;109229;0.45;109224.06;-4.49
3260-EAG-1;Blijkpolder, Blijkpolder;20160428;;;;;;KRW Overig water;;448192.9316;72245.23462;375947.697;7378.756484;0;0;0;171865.875;204059.9375;72278.8125;0.383454042;;M10;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;448193;0.07;448204.63;11.7
3300-EAG-1;Muyeveld, Loosdrechtsche Plassen;20160428;;NL11_5_1;NL11_5_5;NL11_Loosdrechtseplassen;Loosdrechtse Plas 1 t/m 5;KRW Waterlichaam;;11241307.02;9810351.117;1430955.908;96040.98125;140852.6142;9686080.024;0;336033.75;1100255.625;9867243.063;0.029728207;Loosdrechtse Plas;M27;WBP 2016-2021;plas;;Landelijk;11291374;50066.98;11303532.44;62225.42
3300-EAG-10;Muyeveld, Weersloot;;20191205;NL11_6_1;;NL11_Sterenzodden;;KRW Waterlichaam;vervallen in EAG 20191205;2733132;345003;2388129;110043;0;0;0;112917.3125;2274866.75;345356.625;0.041314124;;M10;WBP 2016-2021;sloot;;Landelijk;2733129;-3;2733140.69;8.69
3300-EAG-11;Muyeveld, Oostenlijke Drecht;;20191205;NL11_6_1;;NL11_Sterenzodden;;KRW Waterlichaam;vervallen in EAG 20191205;4516606;596646;3919960;170106;0;0;0;300101.3125;3618151.313;598381.0625;0.06644358;;M10;WBP 2016-2021;sloot;;Landelijk;4516049;-557;4516633.69;27.69
3300-EAG-12;Muyeveld, De Ster;;20191205;;;;;KRW Overig water;vervallen in EAG 20191205;6536672;282606;6254066;126253;0;0;0;880051.625;5366658.75;289989.0625;0.134632414;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;6535560;-1112;6536699.44;27.44
3300-EAG-13;Muyeveld, Weersloot oost;20190705;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;Ster en Zodden;KRW Waterlichaam;;2362810.245;295266.9517;2067543.294;97757.30528;0;0;0;3.879380298;;;;;M10;;sloot;;Landelijk;;;0;-2362810.25
3300-EAG-14;Muyeveld, Weersloot west;20190705;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;Ster en Zodden;KRW Waterlichaam;;399145.166;56266.78376;342878.3822;14396.42091;0;0;0;;;;;;M10;;sloot;;Landelijk;;;0;-399145.17
3300-EAG-15;Muyeveld, Oostelijke Drecht noord;20190705;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;Ster en Zodden;KRW Waterlichaam;;3207634.153;517446.0693;2690188.084;124483.0263;0;0;0;;;;;;M10;;sloot;;Landelijk;;;0;-3207634.15
3300-EAG-16;Muyeveld, Oostelijke Drecht zuid;20190705;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;Ster en Zodden;KRW Waterlichaam;;1267780.703;73373.9867;1194406.716;45843.17056;0;0;0;;;;;;M10;;sloot;;Landelijk;;;0;-1267780.7
3300-EAG-17;Muyeveld, De Ster noord;20190705;;;;;;KRW Overig water;;4230827.714;205729.4812;4025098.233;100128.9936;0;0;0;;;;;;M1a;;sloot;;Landelijk;;;0;-4230827.71
3300-EAG-18;Muyeveld, De Ster zuid;20190705;;;;;;KRW Overig water;;2238902.837;56656.19469;2182246.642;31529.03801;0;0;0;;;;;;M1a;;sloot;;Landelijk;;;0;-2238902.84
3300-EAG-2;Muyeveld, Nieuwe Polderplas;20160428;;NL11_5_1;NL11_5_5;NL11_Loosdrechtseplassen;Loosdrechtse Plas 1 t/m 5;KRW Waterlichaam;;265268.3451;238161.5215;27106.82363;3314.195001;4409.824734;233928.3411;0;6058.8125;9299.4375;183649.6875;0.03044508;;M27;WBP 2016-2021;plas;;Landelijk;190756;-74512.35;199007.94;-66260.41
3300-EAG-3;Muyeveld, Kievitsbuurt noord;20160428;;NL11_5_1;NL11_5_6;NL11_Loosdrechtseplassen;Kievitsbuurt;KRW Waterlichaam;;1664885.655;1251942.723;412942.9322;91403.09214;130050.2124;1126739.152;0;114094.6875;289240.5625;1261552.75;0.068529948;Kievitsbuurt;M27;WBP 2016-2021;plas;;Landelijk;1633419;-31466.65;1664888;2.35
3300-EAG-4;Muyeveld, Kievitsbuurt zuid;20160428;;NL11_5_1;NL11_5_6;NL11_Loosdrechtseplassen;Kievitsbuurt;KRW Waterlichaam;;1121602.957;875411.3262;246191.6305;58440.99127;87149.35802;789209.5692;0;9952.3125;230316.0625;881338.75;0.008873261;Kievitsbuurt;M27;WBP 2016-2021;plas;;Landelijk;1118061;-3541.96;1121607.13;4.17
3300-EAG-5;Muyeveld, Breukeleveensche of Stille Plas;20160428;;NL11_5_1;NL11_5_7;NL11_Loosdrechtseplassen;Breukeleveensche Plas;KRW Waterlichaam;;2476608.358;1867327.481;609280.8773;32705.13154;48378.12743;1818797.193;0;58366.75;552927.4375;1867170.125;0.023549562;Stille Plas;M27;WBP 2016-2021;plas;;Landelijk;2478462;1853.64;2478464.31;1855.95
3300-EAG-6;Muyeveld, Tienhovensche Plassen noord;20160428;;NL11_5_1;NL11_5_8;NL11_Loosdrechtseplassen;Tienhovense Plassen;KRW Waterlichaam;;388056.8434;210498.2093;177558.6341;17058.95636;25066.2714;185435.984;0;14483.9375;163078.875;210495.875;0.03732409;Tienhovense Plas;M27;WBP 2016-2021;plas;;Landelijk;388057;0.16;388058.69;1.85
3300-EAG-7;Muyeveld, Tienhovensche Plassen zuid;20160428;;NL11_5_1;NL11_5_8;NL11_Loosdrechtseplassen;Tienhovense Plassen;KRW Waterlichaam;;513495.9152;246637.5167;266858.3985;25102.41559;36728.18411;209911.7221;0;20015.625;246842.4375;246638.25;0.038979102;Tienhovense Plas;M27;WBP 2016-2021;plas;;Landelijk;513496;0.08;513496.31;0.39
3300-EAG-8;Muyeveld, Vuntus;20160428;;NL11_5_1;NL11_5_9;NL11_Loosdrechtseplassen;Vuntus;KRW Waterlichaam;;1445317.917;958933.8167;486384.1003;28115.53796;41699.95599;917341.5808;0;117734.3125;366199.0625;961394.5;0.08145855;Vuntus;M27;WBP 2016-2021;plas;;Landelijk;1450401;5083.08;1445327.88;9.96
3300-EAG-9;Muyeveld, Kromme Rade;20160428;;NL11_6_1;NL11_6_1;NL11_Sterenzodden;Ster en Zodden;KRW Waterlichaam;;1753623.754;337953.3525;1415670.401;55187.52334;0;0;0;56965.9375;1303761;315800.0625;0.033978539;Vuntus;M10;WBP 2016-2021;sloot;;Landelijk;1677288;-76335.75;1676527;-77096.75
3301-EAG-1;Gansenhoef oost, Gansenhoef;20160428;;;;;;KRW Overig water;;796078.1147;119997.3999;676080.7148;36501.29506;0;0;0;9725.125;664867;121486.8125;0.012216282;;M3;20161205_MemoWatertypenOverigWater;canal;;Landelijk;797212;1133.89;796078.94;0.83
3301-EAG-2;Gansenhoef oost, Staatsbosbheer;20160428;;;;;;KRW Overig water;;28341.64179;5216.714603;23124.92719;1184.260925;0;0;0;0;23006.375;5335.1875;0;;M11;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;28342;0.36;28341.56;-0.08
3302-EAG-1;Oostelijke Binnenpolder van Tienhoven, overig;20160428;;NL11_6_5;NL11_6_9;NL11_MolenpolderTienhove;Oostelijke Binnenpolder;KRW Waterlichaam;dit is een krw watertype die als plas gezien wordt, maar een afwijkend gebied binnen een krw waterlichaam;1878272.151;250968.4433;1627303.708;100848.5598;0;0;0;8256.0625;1620490.75;206996.3125;0.004497395;;M27;WBP 2016-2021;sloot;;Landelijk;1835741;-42531.15;1835743.13;-42529.02
3302-EAG-2;Oostelijke Binnenpolder van Tienhoven, petgaten;20160428;;NL11_6_5;NL11_6_9;NL11_MolenpolderTienhove;Oostelijke Binnenpolder;KRW Waterlichaam;dit is een krw watertype die als plas gezien wordt, maar een afwijkend gebied binnen een krw waterlichaam;194270.3609;121510.9795;72759.38136;8585.0759;0;0;0;1281.8125;74847.5625;118143.8125;0.00659799;;M27;WBP 2016-2021;sloot;;Landelijk;194270;-0.36;194273.19;2.83
3303-EAG-1;Gansenhoef west, Gansenhoef west;20160428;;;;;;KRW Overig water;;364634.1272;11001.29485;353632.8324;7866.492528;0;0;0;12227.375;340955.9375;11450.375;0.033533311;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;364634;-0.13;364633.69;-0.44
3310-EAG-1;Loenderveen (GWA), Waterleidingkanaal;20160428;;;;;;KRW Overig water;;241341.4679;132173.2858;109168.1821;20648.07206;0;0;0;17704.75;90288.625;133345.75;0.073360463;;M10;WBP 2016-2021;sloot;;Landelijk;241405;63.53;241339.13;-2.35
3310-EAG-2;Loenderveen (GWA), Waterleidingplas;20160428;;NL11_3_9;NL11_3_9;NL11_Waterleidingplas;Waterleidingplas;KRW Waterlichaam;;1336313.491;1239669.214;96644.27748;7459.261991;11074.78343;974788.1898;253638.4863;6105.125;89881.75;1240333.25;0.00456861;Waterleidingplas;M20;WBP 2016-2021;plas;;Landelijk;1336314;0.51;1336320.13;6.64
3311-EAG-1;Bethunepolder,;20170202;;;;;;KRW Overig water;;2528228.751;249315.0104;2278913.74;145437.1565;0;0;0;48608.375;2223107.938;256514.0625;0.019226244;;M8;WBP 2016-2021;sloot;;Landelijk;2528251;22.25;2528230.38;1.63
3311-EAG-10;Bethunepolder,;20170202;;;;;;KRW Overig water;;63416.07086;5596.797706;57819.27315;4975.11747;0;0;0;0;57643.25;5773.4375;0;;M8;WBP 2016-2021;sloot;;Landelijk;63416;-0.07;63416.69;0.62
3311-EAG-2;Bethunepolder,;20170202;;;;;;KRW Overig water;;190450.8306;15188.99449;175261.8361;8618.306838;0;0;0;424.5625;174239.875;15786.9375;0.002229244;;M8;WBP 2016-2021;sloot;;Landelijk;190451;0.17;190451.38;0.55
3311-EAG-3;Bethunepolder,;20170202;;;;;;KRW Overig water;;924141.7981;38665.70613;885476.0919;45753.36192;0;0;0;9910.4375;872728.8125;41503.1875;0.010723929;;M8;WBP 2016-2021;sloot;;Landelijk;924142;0.2;924142.44;0.64
3311-EAG-4;Bethunepolder,;20170202;20191205;;;;;KRW Overig water;;119736.12;;;0;0;0;0;0;119736.125;0;0;;M8;WBP 2016-2021;sloot;;Landelijk;0;-119736.12;119736.13;0.01
3311-EAG-5;Bethunepolder,;20170202;;;;;;KRW Overig water;;53585.25726;5054.891617;48530.36564;2463.837136;0;0;0;7.75;48468.4375;5109.3125;0.000144629;;M8;WBP 2016-2021;sloot;;Landelijk;53585;-0.26;53585.5;0.24
3311-EAG-6;Bethunepolder,;20170202;;;;;;KRW Overig water;;356808.0551;21055.33162;335752.7235;10653.02965;0;0;0;1053.125;335796;19959.5625;0.002951512;;M8;WBP 2016-2021;sloot;;Landelijk;356786;-22.06;356808.69;0.63
3311-EAG-7;Bethunepolder,;20170202;;;;;;KRW Overig water;;375596.4904;42367.49839;333228.992;24197.80887;0;0;0;3532.0625;326971.5;45091.625;0.009403908;;M8;WBP 2016-2021;sloot;;Landelijk;375596;-0.49;375595.19;-1.3
3311-EAG-8;Bethunepolder,;20170202;;;;;;KRW Overig water;;116098.2274;11090.50506;105007.7224;8256.776741;0;0;0;43.3125;104010.375;12044.4375;0.000373068;;M8;WBP 2016-2021;sloot;;Landelijk;116098;-0.23;116098.13;-0.1
3311-EAG-9;Bethunepolder,;20170202;;;;;;KRW Overig water;;677404.9757;54279.34454;623125.6312;47805.2054;0;0;0;16382;602437.75;58585.5;0.024183456;;M8;WBP 2016-2021;sloot;;Landelijk;677405;0.02;677405.25;0.27
3320-EAG-1;Loenderveen, Terra Nova landelijk noord;20160428;;NL11_5_4;NL11_5_4;NL11_TerraNova;Terra Nova;KRW Waterlichaam;;267624.7117;96790.10678;170834.6049;11704.16201;8394.314196;79130.32268;0;12223.4375;157999.625;97403.875;0.04567342;Terra Nova;M27;WBP 2016-2021;plas;;Landelijk;267625;0.29;267626.94;2.23
3320-EAG-2;Loenderveen, Terra Nova;20160428;;NL11_5_4;NL11_5_4;NL11_TerraNova;Terra Nova;KRW Waterlichaam;;989951.6017;624603.7109;365347.8908;23871.43053;23977.78602;589151.459;0;26217.3125;337552;626190.875;0.026483199;Terra Nova;M27;WBP 2016-2021;plas;;Landelijk;989952;0.4;989960.19;8.59
3320-EAG-3;Loenderveen, Terra Nova landelijk zuid;20160428;;;;;;KRW Overig water;;983394.4802;142044.4773;841350.0029;39689.66538;0;0;0;74226.25;763396.625;145778;0.075479138;;M3;20161205_MemoWatertypenOverigWater;canal;;Landelijk;983393;-1.48;983400.88;6.4
3320-EAG-4;Loenderveen, Loenderveensche Plas;20160428;;NL11_5_3;NL11_5_3;NL11_Loenderveenoost;Loenderveen Oost;KRW Waterlichaam;;2374817.242;2119843.487;254973.7546;9499.260324;13850.40074;2143869.849;0;42612.0625;211765;2120456.188;0.017943181;Loenderveense Plas;M27;WBP 2016-2021;plas;;Landelijk;2392443;17625.76;2374833.25;16.01
3340-EAG-1;Polder Mijnden, Polder Mijnden west;20160428;;;;;;KRW Overig water;;2126391.498;170343.4227;1956048.075;85088.10013;0;0;0;67133.5625;1883518.5;175748.8125;0.031571452;;M8;WBP 2016-2021;sloot;;Landelijk;2128122;1730.5;2126400.88;9.38
3340-EAG-2;Polder Mijnden, Polder Mijnden oost;20160428;;;;;;KRW Overig water;;757911.6491;62607.10015;695304.549;38065.36378;0;0;0;618.6875;691727.9375;65568.5625;0.000816302;;M1a;WBP 2016-2021;sloot;;Landelijk;757809;-102.65;757915.19;3.54
3340-EAG-3;Polder Mijnden, Staatbosbeheer;20160428;;;;;;KRW Overig water;;202638.5791;14254.51918;188384.0599;7070.494246;0;0;0;50.125;187821.8125;14767.5;0.000247361;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;202693;54.42;202639.44;0.86
3350-EAG-1;Polder Breukelen-Proostdij, bemalen gebied;20170214;;;;;;KRW Overig water;;2908071.626;182460.5427;2725611.084;110277.4581;0;0;0;60291.8125;2655527.375;192256.8125;0.020732544;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;2919517;11445.37;2908076;4.37
3350-EAG-2;Polder Breukelen-Proostdij, Beringde landen;20170214;;;;;;KRW Overig water;;680693.2793;51908.80519;628784.4741;29584.23465;0;0;0;4892.0625;621037.75;54764.3125;0.007186873;;M8;20161205_MemoWatertypenOverigWater;sloot;;Landelijk;680693;-0.28;680694.13;0.84
3360-EAG-1;Polder Maarsseveen-Westbroek, Agrarisch Molenpolder;20160428;;;;;;KRW Overig water;;3425724.44;276519.6975;3149204.743;152903.5666;0;0;0;177016.4375;2955718.438;276999.5;0.051915023;;M8;WBP 2016-2021;sloot;;Landelijk;3408582;-17142.44;3409734.38;-15990.06
3360-EAG-10;Polder Maarsseveen-Westbroek, Maarsseveense Zodden;20160428;;NL11_6_5;NL11_6_10;NL11_MolenpolderTienhove;Maarsseveense Zodden en omgeving;KRW Waterlichaam;;526854.4772;325562.6965;201291.7807;20652.748;30878.8636;294683.874;0;8817.5;193579.5625;325569.375;0.016700872;Molenpolder;M27;WBP 2016-2021;plas;;Landelijk;526876;21.52;527966.44;1111.96
3360-EAG-11;Polder Maarsseveen-Westbroek, Grote Maarsseveensche Plas;20160428;;NL11_3_8;NL11_3_8;NL11_GroteMaarsseveensep;Grote Maarsseveense Plas;KRW Waterlichaam;;856915.5677;608266.4982;248649.0695;5317.340673;7806.584493;197563.0544;405977.2411;44957.625;203689;608267.5625;0.052464559;Grote Maarsseveense Plas;M20;WBP 2016-2021;plas;;Landelijk;856916;0.43;856914.19;-1.38
3360-EAG-12;Polder Maarsseveen-Westbroek, Nederreinsche Vaart;20160428;;NL11_6_5;;NL11_MolenpolderTienhove;;KRW Waterlichaam;dit is een krw watertype die als plas gezien wordt, maar een afwijkend gebied binnen een krw waterlichaam;207091.124;42866.93333;164224.1906;13865.88666;0;0;0;3126.1875;160580.6875;42854.0625;0.015134456;;M27;WBP 2016-2021;sloot;;Landelijk;207469;377.88;206560.94;-530.18
3360-EAG-13;Polder Maarsseveen-Westbroek, Klein Molenpolder;20160428;;NL11_6_5;NL11_6_10;NL11_MolenpolderTienhove;Maarsseveense Zodden en omgeving;KRW Waterlichaam;dit is een krw watertype die als plas gezien wordt, maar een afwijkend gebied binnen een krw waterlichaam;299533.5514;131445.739;168087.8124;13562.71323;19867.98359;111577.7554;0;1455.125;166626;131452.8125;0.004857964;;M27;WBP 2016-2021;sloot;;Landelijk;299534;0.45;299533.94;0.39
3360-EAG-14;Polder Maarsseveen-Westbroek, Taartpunt Zodden;20160428;;NL11_6_5;NL11_6_10;NL11_MolenpolderTienhove;Maarsseveense Zodden en omgeving;KRW Waterlichaam;;460202.7571;127506.6274;332696.1297;19337.89641;13106.52661;96990.84547;0;2805.5;329842.6875;127563.125;0.006096113;Molenpolder;M27;WBP 2016-2021;plas;;Landelijk;460203;0.24;460211.31;8.55
